tx_id,fund_id
T9B9E643FCF75,LU2349459045
TBA53C5B9BA0A,LU2349459045
T3F61AD5640F2,LU2349459045
T30AF5BF4EC70,LU2349459045
T987287B718CB,LU2349459045
T6DB77AC07CF3,LU2349459045
T8BA89EF7F7C6,LU2349459045
T6E9F2C1B13F8,LU2349459045
TE7FFAF0F1BA0,LU2349459045
TC65C7C61430F,LU2349459045
TBE037AE1CB59,LU2349459045
TE44011686521,LU2349459045
T43127A0994F5,LU2349459045
T18FC574697CE,LU2349459045
T45B6AA47D161,LU2349459045
T415E39786FDB,LU2349459045
T9149403132FF,LU2349459045
TFAE8DFC993B3,ES0172242002
TE88EC2874D6D,LU0303706948
T63B68F366FF6,LU2349459045
T1D2F6CF3B94B,ES0172242002
T979C7908A57B,LU2349459045
T153543B13CA4,ES0172242002
T5BBB2296F96D,LU0303706948
T192EE11822A8,ES0172242002
TFBC81A42F045,LU0303706948
TB47F4176A706,LU0303706948
TD734366685F8,LU2349459045
T8063B66284ED,ES0172242002
T5E5313E98F35,LU2349459045
T656411643662,LU2349459045
T228B90C3B937,LU0303706948
T4E361074126F,LU0303706948
TEC3B8193529E,LU0303706948
T7127801B2B89,ES0172242002
TBCDCC67FBC3F,LU0303706948
TFD48A90E1CFF,LU2349459045
T219270E1F387,LU2349459045
TDD38DC6EC80C,LU2349459045
T9F2D56FD0F1E,LU2349459045
T7B748546A124,LU0303706948
T7C0CF64468E4,LU2349459045
T26E95E4B8876,ES0172242002
T250E7273C014,LU0303706948
T2CDC7F0BBD38,ES0172242002
TFD624107240A,LU0303706948
T7A267F25DE2B,ES0172242002
T5030FE16CE74,ES0172242002
TDD6E0CB87EFB,LU0303706948
T0C30EF7EA713,LU2349459045
TCD19A5A56065,LU2349459045
T77D6E643C3AD,ES0172242002
TD8D20E1AB3E1,LU2349459045
TD001CC202BC5,LU2349459045
T1D2F9D5CE901,LU0303706948
T52ED313244C8,LU0303706948
T11BBB3ABC8FC,ES0172242002
TF09ED1B5444C,LU2349459045
TD14C408A372E,ES0172242002
T0B5847367A07,ES0172242002
T7312C77708CA,LU2349459045
T1F641525B798,LU2349459045
TE6C74621174F,ES0172242002
T344CA0E60846,IE00BFPM9N11
TE349688EF67F,IE00BYX5M476
T5F6EF87F05A7,ES0172242002
T573554ACEAE3,LU0252964944
T1B441D7F6DD3,IE00BYX5M476
T94D2B7185D34,LU0252964944
TBBDA38795EC9,IE00BFPM9N11
T3144BA5A83AB,LU0252964944
T8BA97029982C,IE00BYX5M476
TB7FF7C304E4D,IE00BYX5M476
T093280C2600D,IE00BFPM9N11
T630431EF38B8,IE00BFPM9N11
T650D3E576521,LU0252964944
TB5B9678B3B8E,IE00BFPM9N11
T90D3E354492B,ES0172242002
TF34C2196BB57,LU0303706948
TDAEBCA8BFCBB,LU0996175948
T6521D34E8DBF,LU0303706948
TE5769EC75C7A,LU0996175948
T4E9BDE6F1611,LU0303706948
TECC7B4F859BF,LU0996175948
T225A0C1F0D39,LU2349459045
T1823A779B41D,IE00BFPM9N11
TF4611B7D00F5,LU0303706948
TBE35196CD970,IE00BFPM9N11
T8E4B2B44A8DB,LU0303706948
TE19F8DBB2525,LU0303706948
T9D8BF5B17BE5,LU0303706948
T9EBCEFC95EBB,LU0303706948
T068ACA6F106F,LU0996175948
T78FB24FD4739,LU0303706948
T3059B7101876,LU0303706948
T8708555912F1,LU0303706948
TD272B3318836,LU0303706948
T276BE8B297CF,LU0996175948
T747658FCD424,LU0303706948
T4BD7A14D274B,IE00BFPM9N11
T66AF3D2D39FE,ES0110119031
T5A992F0C7B56,LU0996175948
TF13CADF72E50,LU0303706948
T20FFF84C17B7,LU0996175948
TF7DC68A96BE7,LU0303706948
TDE2E1D7B9222,LU0303706948
T61D0BCF8823C,LU0303706948
T0E3A62E558F8,LU2349459045
T70BB0D3C5238,LU0303706948
TE17EFAA28080,ES0110119031
TF4893E992E62,LU0303706948
T0795000B5374,IE00BYX5NK04
T390F06D30AD1,LU0303706948
TC0E7095284F5,IE00BYX5NK04
TF1B38E9FE122,IE00BYX5NK04
T1250A49260CB,IE00BYX5NK04
TC03A63291736,ES0172242002
TC8B894CF1781,LU0303706948
T630948DF5CD1,IE00BYX5NK04
TA3ED69FF5C65,ES0172242002
TF25501427B47,LU0303706948
T7DF73362795E,IE00BYX5NK04
T2055872B60DB,LU0303706948
TF63F9AD897CF,LU0303706948
T6455CD5EF916,IE00BYX5NK04
TFFBB85C4A78F,LU0996175948
T74AF7AB0FA8F,IE00BYX5NK04
TE2DD5471034F,ES0110119031
T9345FDA1AF4B,LU2349459045
TC521B1CDAE7F,LU0996175948
T15D0F3F90F12,LU0996175948
T230490484CD4,LU2349459045
TE7B33F18FAC2,LU2349459045
T805DCC353D0B,LU2349459045
TF05E3978D1B9,LU2349459045
T9A89E9308AA6,IE00BYX5NK04
T3AA6FEDCEF9C,ES0110119031
T0EA739DD3A16,LU0996175948
T2263856084DF,LU0996175948
TDAD2E2984AF7,ES0110119031
T3431345E70B2,ES0110119031
T4C78EF84A33B,ES0110119031
T85501B4E8D90,LU2349459045
T2CA9A194C014,IE00BYX5NK04
TD67D0F1BB450,LU2349459045
T612E354B8A26,IE00BYX5NK04
T20870DD88A0D,IE00BYX5NK04
TD355A5B53749,ES0110119031
T2DF2A2C8BC50,ES0172242002
T10C3079A3358,ES0110119031
T7831813E649B,ES0110119031
T078952FA8221,ES0110119031
T86B7B509551F,ES0110119031
TD15E4992FCA8,ES0110119031
T52E21403F1D7,ES0172242002
T230D794D7EDE,ES0110119031
T1789145E9B6E,ES0110119031
TAFF0F95E4041,ES0110119031
TC0E99533886A,ES0110119031
T4E7B51EC0F6B,ES0172242002
T8B7E152289CF,ES0172242002
TB10A84D32488,ES0110119031
TC63856109AE7,ES0110119031
T1908EA7E8955,ES0172242002
T604A50AF9F15,ES0110119031
T1FDA532FE68F,IE00BFPM9N11
TF37C0D65BD34,IE00BFPM9N11
T9C08EF471AFE,IE00BFPM9N11
TAA5EC21CAEFB,IE00BFPM9N11
TC74A11333279,IE00BFPM9N11
T2CC53ECB187A,IE00BFPM9N11
T220AE65C1BF5,IE00BFPM9N11
T52B4AB7147A1,ES0172242002
T69AC13A175FA,IE00BFPM9N11
T5753BB8B37D8,IE00BFPM9N11
TB866ED2FF5D6,IE00BFPM9N11
TF3BA9E7A0C94,IE00BFPM9N11
T8EE7F0060B08,IE00BFPM9N11
TA3623B186A42,IE00BFPM9N11
T0B8F665D2534,IE00BFPM9N11
T9E8B1D73A688,IE00BFPM9N11
T4BFFA03D88AA,IE00BFPM9N11
T70CBE7056D9E,IE00BFPM9N11
TFFEB230574DB,IE00BFPM9N11
TC70FA73FCA0B,ES0172242002
TA4908A3C5AFE,LU0996175948
T5AF887A604C2,LU0996175948
TCD6B1A33EA55,LU0303706948
T778DA1EA7FE6,LU0303706948
T98148830581B,LU0996175948
T677E89908B57,LU0303706948
T28FBB7D9CD10,LU0996175948
TA13C90D5D2FF,LU0303706948
TD7C3A54CDFC8,LU0996175948
T6A3E06BB43E9,LU2349459045
TF3E64EAB3679,LU0996175948
T9313084E0CFC,LU0303706948
T55A19023D9C9,LU0303706948
T87A4D6E23FFD,LU0303706948
TD1A915E04F81,LU0303706948
T7D18DDBBC4C2,LU0996175948
T862903DA2899,LU0996175948
TE0F3A34BB2B0,LU2349459045
TB5AC3B077508,LU2349459045
T44D973CEE68D,LU0303706948
T0DDBFA196D23,LU0303706948
TC140869C0996,LU0303706948
T65674BA9E70B,LU0303706948
TCE49A2370CA6,LU2349459045
T889180CBB1B2,ES0110119031
T477957F10ECA,ES0110119031
T3A2BE3348CB6,ES0110119031
TD40A4752791F,ES0110119031
TFBC8150B77F0,ES0110119031
T5B55D77B598E,ES0110119031
TD3BCB67511D8,ES0110119031
T4E95C27B4312,ES0110119031
T8E55BC84A00F,ES0110119031
T7A9A3195C82E,ES0110119031
TAB0B5E1E4483,ES0110119031
TCAE624E9288F,ES0172242002
TB8998A5720FA,ES0110119031
T2AC13A58B9C6,ES0110119031
TBF2BB77BE422,ES0110119031
T1CD66595CD16,ES0110119031
T0350FA3C2795,ES0110119031
TBCC547498DB8,ES0110119031
TD311791E82EE,ES0110119031
T836BCA13195C,ES0110119031
TEE0BC058FCAD,ES0110119031
T796449932430,ES0110119031
TDF142C5FB0FC,LU2349459045
T86C6BC6812DB,LU2349459045
TE81C38C5503B,LU2349459045
T1968D4507C83,LU2349459045
T9C6041A92AD4,ES0110119031
T290BDF9ADE1B,IE00BYX5NK04
TF14B5B302AEE,LU2349459045
TEC74C9C65529,LU2349459045
T7A8A8DEC3B1C,LU2349459045
TEA3528826F1F,LU2349459045
T11BEC62C62B0,LU2349459045
TEBEA4C59A8B2,LU2349459045
TD40BA3C7FC7B,LU2349459045
T080CC57CA664,LU2349459045
T7B28120E1904,IE00BYX5NK04
T8FE6D1907A05,LU2349459045
TF4BD5F47ACBE,IE00BFPM9N11
TC6F8AD8DD3BC,IE00BFPM9N11
T184608820A1D,IE00BFPM9N11
T4E04F5243D2C,IE00BFPM9N11
T7939334B95F1,IE00BFPM9N11
T2364F5C5A1CA,LU0252964944
T30CB266A7153,IE00BFPM9N11
T39AC18E62140,IE00BFPM9N11
TCBAD1215460F,IE00BFPM9N11
TD1B9892C74DE,IE00BFPM9N11
TD8F5A46386A7,IE00BFPM9N11
TAD43A0315F4E,LU0252964944
T4F2B1CAF810E,IE00BFPM9N11
TC6B85157C826,IE00BFPM9N11
T8B6BB7787F5F,IE00BFPM9N11
T2130725FB8D0,IE00BFPM9N11
T4F93CFC81F09,IE00BFPM9N11
TB8A58561C5E9,LU0252964944
T3D182B3B8C85,LU0252964944
TCA74E12BFAEF,LU0252964944
T184B41EF809D,LU0252964944
TA4EC401810DE,LU0252964944
TE6B62D35ACE1,LU0252964944
TD7B5E5223415,ES0172242002
TBE6EEC7C2091,ES0172242002
TD8F1C177CFD5,LU0252964944
TFB9269067C52,LU0252964944
T5EEF25381634,LU0252964944
T4A97CF195E46,ES0172242002
TAF5356753225,ES0172242002
TB87DAB1F31F6,IE00BFPM9N11
TFCDE580F5543,ES0172242002
TB2C63DAC745C,IE00BFPM9N11
T9994E157B863,IE00BFPM9N11
TA4E42E8CA973,IE00BFPM9N11
TF42E02A3FC93,IE00BFPM9N11
TE5C5265FF84D,IE00BFPM9N11
TD059DD13134E,IE00BFPM9N11
TDCCE9665E0D1,IE00BFPM9N11
T20F12A8A54EA,IE00BFPM9N11
TF62CB357B0A3,IE00BFPM9N11
TA18FDA7CBF30,ES0172242002
TA174991B9538,IE00BFPM9N11
T8FA5CE9C705B,IE00BFPM9N11
T843F525393EB,ES0172242002
TF4D12BB4FCDD,IE00BFPM9N11
TF8D7C9B7B434,IE00BFPM9N11
T3F37F1C4FC22,IE00BFPM9N11
T4DDA288F4337,IE00BFPM9N11
T5ED861FB2C7B,LU2349459045
T9C2DED9DE5BC,LU0303706948
T8FCF5EE0B47F,IE00BD0NCN62
T316985A1A0CB,IE00BD0NCN62
T27D4A9FA8E54,IE00BD0NCN62
TC79310BDAFEF,LU2349459045
TE63721FD16F6,LU2349459045
T79981544AE89,IE00BD0NCN62
T682FE5AB90A6,LU0252964944
T0316242C80F3,IE00BD0NCN62
T74751BDF025D,IE00BD0NCN62
T809A5E73839C,IE00BD0NCN62
T3153ED417CF0,IE00BD0NCN62
T5AFF76C297F4,IE00BD0NCN62
TC977B5B00DC8,LU2349459045
T19C1F3EA5F2E,IE00BD0NCN62
TE7702FB46C37,IE00BD0NCN62
T4CF72A8A1D25,IE00BD0NCN62
T8BE8FA545073,IE00BD0NCN62
T2CC932D65537,LU0303706948
T1D297530EA41,IE00BD0NCN62
T66B66C54A73E,LU0303706948
TDB0D69D22A60,ES0172242002
T99FAEAB3660C,IE00BFPM9N11
T3A704F2916D2,ES0172242002
TA6629F2B82E5,ES0172242002
TA550A4ECD374,ES0172242002
T5D5D36D0497D,LU0303706948
TD91F8D999886,ES0172242002
TEF2682531E2D,ES0172242002
T0D8E008F7F61,ES0172242002
T297820A56AF3,ES0172242002
T81E56EEACA76,IE00BD0NCN62
TB39E6E8F58FD,ES0172242002
T246918DBC4CA,ES0172242002
T0425237F62E5,LU0303706948
T071F8544D068,LU0303706948
T14FCD8BA2F46,ES0172242002
T9A55F6E03FA9,IE00BD0NCN62
TEA992C4188D8,ES0172242002
T967B539FE8A3,ES0172242002
T6205456502EC,ES0172242002
TCE63A2BD7099,IE00BFPM9N11
TD49ABE98B044,ES0172242002
T21E86E4873C5,ES0172242002
TC66DB4707C6D,ES0172242002
TDED4A530E53D,LU0303706948
T2101263F5063,IE00BD0NCN62
T70F189B5B096,LU0303706948
T68C8B4BE8EDD,IE00BFPM9N11
T7FBA91756960,ES0172242002
T4B9F7A96A02E,IE00BD0NCN62
T59CB24885CAD,LU0303706948
TE480925A020A,ES0172242002
T9C3779C4EF29,LU0303706948
T802FBE7CA6D4,LU0303706948
T2721B800014D,ES0172242002
T89BCEAED3903,ES0172242002
T73347694D2EC,ES0172242002
T7879CA7FC50F,IE00BYX5M476
TC651F6763332,IE00BYX5M476
T8E166E87509D,IE00BYX5M476
T7F8C3AAA07E4,IE00BYX5M476
TC44BBA2984DF,IE00BYX5M476
T4E299436DE72,IE00BD0NCN62
T1DEB8BDCCD69,IE00BD0NCN62
TBBABBB512CB5,IE00BYX5M476
T3B49B0ACB8CC,IE00BYX5M476
TF81B3F0611E6,IE00BYX5M476
TEE3392A66615,IE00BYX5M476
T16CFDC418D2D,LU0303706948
T1D05AB205891,IE00BYX5M476
TAC7D8F14A2C8,IE00BD0NCN62
TAF6618038EA3,IE00BFPM9N11
T7732B51C08CB,IE00BFPM9N11
TAE043F8F2D2A,IE00BFPM9N11
T4331B8DD7F46,LU0996175948
T9EDA8DE3640F,LU0996175948
TA923D4DD17C3,LU0996175948
T09629E62D541,LU0996175948
T12EA5D017EC2,IE00BFPM9N11
TA006E17CFB67,IE00BFPM9N11
T9567C6FE9845,IE00BFPM9N11
T56F3A3D90C9B,LU0996175948
T14F75B8B3FDB,IE00BFPM9N11
T1CA4539EE7E8,IE00BFPM9N11
T816E437484EF,LU0996175948
T51BDFDC05831,IE00BFPM9N11
T9EE2F359C76F,LU0996175948
TD48809310403,IE00BFPM9N11
T56FC1954926E,LU0996175948
T9249DE717BB8,IE00BFPM9N11
TADCF7B9F4B1D,LU0996175948
TEBB4FE592CA5,IE00BYX5M476
T975AFA115B5C,IE00BD0NCN62
TAF28CA90FAE8,IE00BFPM9N11
TBFF3A143AFC3,IE00BFPM9N11
TD4702B6DC99C,IE00BD0NCN62
T9D76C981399A,IE00BD0NCN62
T990111CAE5B5,IE00BYX5NK04
T15A55C173AC9,ES0172242002
T06930E29C180,IE00BFPM9N11
T7C7437E5C39F,IE00BYX5M476
T1F2952A137BB,LU0996175948
T0F8AC3E2D30F,IE00BYX5NK04
TC6157AF7D5C4,IE00BFPM9N11
T5766485C0FED,IE00BFPM9N11
T1B378C8BF870,IE00BFPM9N11
TC9DB83163398,IE00BYX5NK04
T3D229B170C04,IE00BD0NCN62
T424EA3261499,IE00BYX5NK04
T33D018C2D615,ES0172242002
T0AEC6AEC656D,LU0996175948
T7122BB65786F,IE00BD0NCN62
T63799689DF37,IE00BYX5NK04
TE99F271C48FA,IE00BD0NCN62
TA5C67D75ED22,ES0172242002
T3E197D841093,ES0172242002
T2EABAF01FF30,IE00BD0NCN62
T6AA866D5F8CB,LU0252964944
TBE93AC3902CE,IE00BD0NCN62
T04CDA385B0F3,IE00BYX5M476
T9EF8BD5EBE4D,IE00BD0NCN62
TB58B4756AF6C,IE00BYX5M476
T2B3BCC427C23,LU0303706948
T36700BC16D96,IE00BD0NCN62
TBA43BFA5C542,IE00BYX5M476
T1B7D5A08D0D8,LU0252964944
TBD811FF3E972,LU0303706948
T622729970B5E,LU0303706948
T9379A7D2499C,LU0252964944
T4ECF08CC8C99,LU0252964944
T046763B35B93,IE00BYX5M476
T68D2CCB5984D,LU0252964944
TB02CAD50A602,IE00BYX5M476
T7EC6DF63CEEF,LU0303706948
TBA5A994219AF,LU0252964944
TAB720C418391,IE00BD0NCN62
T14BB513B9B7D,IE00BYX5M476
TCAE0664A17B4,LU0252964944
T4885BD8A918F,LU0252964944
TD4D10E6589DF,LU0252964944
TF02A61BC28CD,IE00BYX5M476
TAA33D7F53E51,LU0252964944
T7C59FC21C141,LU0252964944
T3FE35C96F449,LU0252964944
TBA34503929E0,IE00BYX5M476
TB88C50137D5B,IE00BYX5M476
T45A2E5E4334A,LU0252964944
TFD2CD6A976BF,IE00BYX5M476
T4B02BCC5974C,LU0252964944
TEC6ADEBDE2A1,LU0252964944
T73A7D51173EE,LU0252964944
T960052AAFBBB,LU0252964944
T6E56C0ACAFA9,LU0252964944
TF0727F31A885,LU0252964944
T9E3AE88BB4FD,LU0252964944
TBF967770E1C6,IE00BYX5M476
TCF6872674C12,LU0252964944
T3B7A79DB90B0,LU0252964944
TCEB64D802F06,LU0252964944
T0638364EEB17,IE00BYX5M476
T35775930418A,IE00BYX5M476
TDA5AB99BB4B1,IE00BD0NCN62
TD308197B1D13,IE00BFPM9N11
TB9F4C62132F1,LU2349459045
TB99701E34FCA,LU0996175948
T927F08317A6C,IE00BYX5M476
T28320829570B,IE00BD0NCN62
T17585A8264E0,LU0996175948
T1E35EF4A9629,IE00BFPM9N11
T0514A20AB8DB,IE00BD0NCN62
TEBFF40F926FC,IE00BD0NCN62
TE99860D1F4A7,IE00BD0NCN62
TDCC4DB06407E,LU2349459045
T6BBC20DB3599,LU2349459045
T2A73C54232E8,IE00BFPM9N11
TB007467C313B,IE00BFPM9N11
T8B481FCE003E,IE00BD0NCN62
TF3F1AE6E79B9,LU2349459045
TC9FE9885B109,IE00BD0NCN62
T24D934A626CA,IE00BD0NCN62
T06E68006A1EF,LU0303706948
TABE7AB5D01C6,LU2349459045
T1A92A379E0C6,ES0172242002
TC1E96FE4E892,LU2349459045
T4A8A9E47BEBD,ES0110119031
T1AB7B759EF07,LU2349459045
T8D36E61E07D1,ES0110119031
T2D56A1112B37,ES0172242002
TFA2EEBC3C3E3,LU2349459045
T5C4D152E1A0F,ES0172242002
T8D87203FBC08,LU2349459045
TF2C09A6FBBC5,LU2349459045
T1B94240CA293,LU2349459045
T3B8B1BD25C60,ES0110119031
TEC0147343425,ES0110119031
TF585D49E58E5,ES0110119031
T1FA8FBCB2B56,ES0172242002
T0F7187AA2B07,LU2349459045
T8CFCF27C9A6A,ES0110119031
T58D037E648F9,ES0110119031
TB29D7B20A457,ES0172242002
TC0384FD529E2,IE00BFPM9N11
T5663FACCA552,LU2349459045
T99D4F1B3AF42,ES0110119031
T04F75159A9CB,ES0172242002
T2756AEADAB85,LU2349459045
T38ED252D3B09,ES0110119031
TF1AD3F92D3AB,LU2349459045
T7DC54C36F996,LU2349459045
T0FCE7F571694,LU2349459045
TFB94C0DD5B07,ES0172242002
T2AD8FD23FB19,LU2349459045
T0C4D9911BB28,IE00BFPM9N11
TFDADF9C797F6,ES0110119031
TA0DF4352DCB9,LU2349459045
T78E9D826CD32,ES0110119031
TC8B2219294CF,IE00BYX5M476
TBD2E2508FB42,IE00BFPM9N11
T0F05B69D55A7,LU0303706948
T731C8256475D,LU0303706948
T5CDB952D7787,ES0172242002
TAC6A3F47C9B8,LU0303706948
TA1F28A1D84FF,LU2349459045
T8416B38EFED0,LU0303706948
T27EF1D202D27,IE00BFPM9N11
TA9D12BCF0642,LU0303706948
TA6CDCD120D1C,LU0303706948
TFA0CD339AF34,LU0303706948
T06C264657622,LU0303706948
TE8E1712C7283,LU0303706948
T3946E8AF596F,LU0303706948
T2DEE9D776207,LU0303706948
T9E4D919EC80A,LU0303706948
T1961587B2D09,LU0303706948
T9CAC3CDDF95B,IE00BFPM9N11
T50DA95B5D057,IE00BYX5M476
T9094D80C4957,IE00BD0NCN62
TA30945E60B16,IE00BD0NCN62
T4ACEFA6A5C90,IE00BYX5NK04
T10EED9AE8C88,IE00BD0NCN62
T0EB8F4EBF61F,LU0252964944
T49A95F5399C3,IE00BD0NCN62
T5A1109F787A1,IE00BD0NCN62
T739CA412CFAA,IE00BYX5NK04
T3A3BE904B931,LU0252964944
T3457EE4ADB04,IE00BD0NCN62
TB71B8AA25E49,IE00BD0NCN62
T739AAD625060,IE00BD0NCN62
T73553C45AADF,IE00BYX5NK04
T5D494400C53D,IE00BD0NCN62
T89B2D17708EC,IE00BYX5NK04
T135D8EDAED80,IE00BD0NCN62
T26EB1A7CFF22,IE00BYX5NK04
T6F2291C6052E,IE00BD0NCN62
TF4A92AF04937,IE00BD0NCN62
T31F25819178C,LU0252964944
T932E7540F5A4,LU0996175948
T5FE296E1264F,ES0172242002
TC4832A09AEE5,ES0172242002
T8631CB85DCC4,IE00BD0NCN62
T9DEAE7B44933,IE00BD0NCN62
T72EB3C03DA9F,LU0996175948
TEE6400C89F68,LU0996175948
TC0753FAE1163,IE00BFPM9N11
T292B51852ACD,LU0996175948
T937D71499687,LU0996175948
TF1F9D211935E,ES0110119031
T83CAB255A4E5,ES0172242002
T79DE7523B1CE,IE00BFPM9N11
T8E789403BC57,IE00BD0NCN62
T251C1F535AD9,IE00BFPM9N11
T1218EDFADC00,IE00BFPM9N11
T9648EBBB36EA,IE00BFPM9N11
TBADAE8002400,LU0996175948
T53D46644F278,LU0996175948
T5454C0B0A389,ES0110119031
T56C54796B13F,LU0303706948
T7A854BCB1C37,LU0303706948
TE0CDA50ADFF2,LU2349459045
T015693390D9A,LU0303706948
TAAFD0BF749B9,LU2349459045
T48C29805F920,LU2349459045
TC1CD6FE22DA6,LU2349459045
T4B1A72B8C7A4,LU0303706948
T1C455BA56361,LU0303706948
T99065A392CD0,LU2349459045
T21B25045592B,LU2349459045
T94E47028B0E3,LU2349459045
T727335B8A0FE,LU2349459045
T9B025F4188C8,LU0303706948
TCD7482E289B0,LU2349459045
T2CAE757F969E,LU2349459045
T48C5BAF0DB4A,LU2349459045
T727D44A5A01E,LU0996175948
T30F2E224BBB8,IE00BD0NCN62
TDAED47B66FDC,IE00BYX5NK04
T1F81CC43BA04,LU0303706948
TF7CEF814784B,IE00BD0NCN62
TD3F6D4ED582E,IE00BD0NCN62
T504B44A706D2,IE00BD0NCN62
T2E6B84C59635,IE00BD0NCN62
TA8E25AFC00CA,LU0303706948
T1C9802B9890E,LU0303706948
TC3B7A9B07B2F,IE00BD0NCN62
TC412FA331B93,IE00BD0NCN62
T805E61589158,IE00BYX5NK04
T5E226F0AB7DD,IE00BYX5M476
T5C9EE0AF026C,IE00BD0NCN62
TC8D80F973451,IE00BD0NCN62
TAD75EDBEFA0C,IE00BYX5M476
T9B9D07B115BA,IE00BD0NCN62
TFD9DA55DEE17,IE00BYX5M476
T35C36F7BB51E,LU0303706948
TAE2D61633F73,IE00BYX5M476
TD148EBFDA9C6,IE00BD0NCN62
TB564B75749ED,IE00BD0NCN62
T9846AD34A491,IE00BD0NCN62
T4D153C027E0E,IE00BD0NCN62
T48742658B9D5,IE00BYX5M476
T3FB383EBE476,LU0303706948
T3BEEBCEFBEDD,IE00BYX5M476
T20D6458B83D7,IE00BYX5M476
T04065C1F87D4,IE00BYX5M476
TE41ADE861D38,IE00BD0NCN62
T08EBD111DA28,LU2349459045
TCE5DFA599D4E,IE00BYX5M476
T71848B3D4B2B,IE00BD0NCN62
T1F7642E4DF74,IE00BD0NCN62
T902FB7176D24,IE00BYX5M476
TD4CEAF94B0CC,LU0252964944
T4B4B779C7AAA,IE00BD0NCN62
TB0516D08C488,LU0303706948
T63DEA5506BF4,LU0252964944
TA2DF458F81B2,LU0252964944
TFA94C2AD2E1F,IE00BYX5M476
T0AF5A3CD2299,LU0252964944
TF26044834902,IE00BYX5M476
T7DBD40867214,IE00BYX5M476
T582E12DD845B,IE00BYX5M476
T71A11048DB6E,ES0172242002
TA5D8009077D2,ES0110119031
TA284A4EA81E6,ES0172242002
T3CE26676122D,LU0303706948
T982CD1F722D5,IE00BFPM9N11
T25001733CD6B,ES0172242002
T14C39229C501,ES0172242002
TF2EDB56303A6,ES0172242002
TACC53A0D4B3C,LU0252964944
TC70A26A4611C,ES0172242002
T4BE106F71BED,IE00BFPM9N11
TBB8885649CD2,ES0110119031
T6CD1C1CF67E7,LU0303706948
TC702D6C4E6AE,IE00BFPM9N11
TBF9DE915C0F9,ES0172242002
T48B05B886E06,LU0252964944
T05DE4C3595ED,ES0110119031
T8F0E148388EF,ES0172242002
TAC45D6AB8328,ES0172242002
T6BCEB3D8C653,ES0172242002
T6A7E74395B70,LU0303706948
T590128703204,LU0252964944
TB9630734CB57,LU0252964944
T9827876AD19D,LU0252964944
TF077C4F03226,ES0110119031
T0A3AF5403A44,LU0252964944
T0B88C684BE44,LU0252964944
TF2EFAF2D2CFD,LU0252964944
T9ACB80183FC7,LU0252964944
TBDC23FF30CC5,LU0252964944
T667112970546,ES0110119031
TAFB74892B94F,ES0110119031
T239A424A028B,ES0110119031
TF5B56A145CFA,ES0110119031
TC88E357419CA,ES0110119031
TD25A5BEB4811,LU0252964944
T5C74162C3B4F,ES0110119031
T138CCF23F601,LU0252964944
TBA71DF30566D,LU0252964944
T69CF9E0D5998,ES0110119031
T92E5581B8E38,LU0252964944
TA923CD695949,LU0252964944
T66B30E98BA5F,LU0252964944
T56378FA5EFC5,LU0252964944
T0B728B4B2E9D,LU0252964944
TEE98DDDA3170,LU0996175948
T2D13B011544B,LU0252964944
T872DDE8AE9E3,IE00BD0NCN62
T3DBD5A16401D,LU0252964944
TD337E5B6CAD1,LU0252964944
TEAA331CBAC59,IE00BD0NCN62
TA6627C1BA65E,IE00BD0NCN62
T50F273710C6F,LU0252964944
TC7B7595D7CD8,LU0252964944
TA59258313B16,LU0252964944
TD1E263DBF613,IE00BD0NCN62
T88C615969A59,LU0252964944
TFE04AF8C35B3,IE00BD0NCN62
TF4760E15FDCA,IE00BD0NCN62
T78FB26FF3861,LU0252964944
T72989A37026B,LU0252964944
T860C939AC5D8,ES0172242002
TB79E29076429,ES0172242002
TE19C6C6AB02B,ES0172242002
T13B9138D198C,ES0172242002
TF202435166EC,IE00BFPM9N11
T90ADD338F2FB,IE00BFPM9N11
T9D1C3BC70EE5,IE00BFPM9N11
TF284309E05CF,ES0172242002
TBB7C628BF9E9,ES0172242002
T61F2BBF9E4A2,ES0172242002
TCEB2B0301033,ES0172242002
T0229EFC606A3,ES0172242002
T16C89EB9B05E,IE00BFPM9N11
T50E420101BD6,ES0172242002
T14270532CE8E,ES0172242002
T391DB23D6739,ES0172242002
TA2C51E9EF83B,IE00BFPM9N11
T61ABB6D9DAEB,LU0996175948
T71D8F06AA5AB,IE00BD0NCN62
TE0FFE29BD1EC,LU2349459045
TDCB684294D6A,LU0252964944
TB972B3ACB4F9,LU0996175948
T168D57B244D8,LU0996175948
T63E77C2189D2,LU0996175948
TBE33E82B2EEA,LU0996175948
T76E9C9365985,ES0110119031
T2A3CE8FFA1F0,ES0110119031
TE8404490DF52,LU0996175948
TBEEB9A82EFD1,ES0110119031
TDAEB5E585957,LU0252964944
TBC3DC7AC87D6,IE00BD0NCN62
TB4B1943B3A34,IE00BD0NCN62
TDC120DB8CE77,LU0252964944
T8AE74E7E5E58,LU2349459045
TD5E384184E5E,LU2349459045
TB2E3F2C9ADF3,LU0996175948
T30A30AD6A84C,LU0252964944
T5B628D0DA7C4,LU2349459045
T1D4C7D02904C,LU0996175948
T5C7CBDF663E9,LU0252964944
TB16247F6D657,ES0110119031
T36120371E1E1,LU0996175948
TAD0E349EB5E1,LU0252964944
TBEEC41743A13,IE00BD0NCN62
TD9395E77F0E2,LU0252964944
T5FC875B59475,ES0110119031
TB9AD776B365D,ES0110119031
