tx_id,date,amount_eur,nav,units,currency
TAA49BD6BFE4C,2024-05-30,579.51,115.277029,5.02708473,EUR
TCECEEAFE4B1A,2024-06-21,282.87,106.322668,2.66052982,EUR
TE9A5217E3175,2024-07-09,869.97,131.121045,6.63487851,EUR
T71C63FE6EE58,2024-09-16,388.53,124.040062,3.13226698,EUR
T3B31E5690476,2024-10-19,691.69,155.217834,4.45624035,EUR
T52112AB7F542,2024-11-06,1108.62,107.53545,10.30938296,EUR
T034F7D744849,2024-11-20,184.09,111.112821,1.6567896,EUR
T3AE0C438F0E6,2024-11-30,327.47,113.14221,2.89433744,EUR
TD7D02D75A831,2024-12-30,599.99,94.530556,6.34706943,EUR
T4F974032A752,2025-01-23,862.96,102.794658,8.39502675,EUR
T320666D950AA,2025-04-05,606.24,142.017466,4.26879708,EUR
T0763D42994C2,2025-04-23,724.86,109.482026,6.62082526,EUR
T60C029888B2E,2025-05-26,511.55,89.992877,5.68433695,EUR
TC8AB62C3AB23,2025-06-30,282.27,111.471848,2.53223627,EUR
T017C84CFF0DC,2025-11-01,586.75,110.651828,5.30264394,EUR
TCDBF5467AD75,2025-11-20,758.89,155.981651,4.86526685,EUR
T7133220E44CE,2025-12-01,702.1,71.081575,9.87745143,EUR
TACB892D5D05D,2023-03-23,339.34,101.492159,3.34355553,EUR
TE25A43809E02,2023-04-18,254.42,105.620945,2.40876112,EUR
TA9A270ADFE8E,2023-04-22,821.24,106.644988,7.70073094,EUR
T88A075EF587A,2023-11-03,254.4,110.340935,2.30556001,EUR
TF61C3AFB565D,2023-11-12,822.13,123.682662,6.64710706,EUR
T3574FDC342D3,2023-12-08,162.36,127.240478,1.27604302,EUR
T64843CF7E595,2024-02-21,283.29,95.882841,2.95451619,EUR
T957FA0717C07,2024-04-06,287.58,118.550814,2.42579038,EUR
TD44A3F35F2F4,2024-06-23,507.56,112.231489,4.52248103,EUR
TE94550FA3571,2024-07-03,461.38,109.850542,4.2000366,EUR
TC9E08BF56B09,2024-07-23,601.61,111.819695,5.38013955,EUR
TED19A36797BA,2024-07-27,427.54,106.49187,4.01479973,EUR
TA555589B13AB,2024-12-19,574.74,135.592935,4.23872283,EUR
T31A6B8DB3FF6,2025-01-22,178.49,98.412711,1.81369324,EUR
TF2291882B769,2025-02-27,468.5,98.44242,4.75910841,EUR
T00B121AA11F2,2025-03-27,1169.21,98.194594,11.90711882,EUR
T735CE4B71547,2025-07-31,99.28,83.788949,1.18487521,EUR
TE43DFDE1EEE8,2025-08-08,505.07,132.553341,3.81028496,EUR
TB75680606CE4,2025-08-12,581.45,132.780781,4.37899166,EUR
TC4009ED7E619,2025-09-03,1047.15,76.401318,13.70585327,EUR
T80927215BC45,2025-10-03,603.33,136.99001,4.40420757,EUR
T694EAF25CECE,2025-10-25,377.35,76.928975,4.90515904,EUR
TC8E3DE945A35,2025-11-28,483.23,70.54834,6.84959756,EUR
T65897E5874D5,2025-12-23,201.67,78.210471,2.57861193,EUR
TE4A755287965,2023-02-02,444.98,106.117509,4.19332026,EUR
T7FC25DE17996,2023-03-26,172.26,101.247826,1.70137686,EUR
T007D9E3C6BBB,2023-04-28,1062.48,109.104559,9.73818811,EUR
TBEEA62839985,2023-05-06,1210.42,109.436111,11.06047767,EUR
T94F8DCB9B642,2023-05-30,824.15,118.572521,6.95060692,EUR
T5DAFE930CCF5,2023-06-20,271.95,91.104203,2.98500926,EUR
TB73972EAB1FF,2023-06-25,1148.07,109.216252,10.51187682,EUR
TCD83E4107B9E,2023-09-08,1113.7,117.446635,9.48262915,EUR
T75B429A43E36,2023-10-11,442.03,78.177778,5.65412188,EUR
T6AC368681256,2023-10-22,304.78,94.666759,3.21954028,EUR
TB3A3A85BA8EA,2023-11-30,735.45,99.389088,7.39971948,EUR
T8D033517A353,2023-12-14,1517.38,99.76695,15.20921048,EUR
T20310EBFB651,2023-12-26,1256.04,121.167231,10.36616238,EUR
TFF6A567EAF5E,2024-01-25,444.84,86.492563,5.14315512,EUR
T685BC13FFEDF,2024-01-29,1004.19,131.419175,7.64110945,EUR
T2F553E33F580,2024-02-19,1830.05,129.992611,14.07807019,EUR
TAE17DDD86ACD,2024-07-22,352.22,105.651078,3.33382486,EUR
T8CAD8B625424,2024-08-26,946.64,116.384794,8.13371013,EUR
TE8F15CEA8639,2024-08-28,2628.34,115.505164,22.75516852,EUR
T2C4870E1B06F,2024-10-28,324.55,100.05399,3.24377929,EUR
TBB0F8A094043,2024-12-04,2268.37,98.444299,23.04214419,EUR
T0CF28088FC4D,2025-01-28,3287.05,95.791198,34.31470324,EUR
T8EDD55AC39F5,2025-02-04,753.43,96.04135,7.84480488,EUR
T384DA5699E76,2025-02-27,684.02,98.44242,6.94843222,EUR
TA675A49D5B21,2025-03-04,2056.73,129.517602,15.87988965,EUR
T8289545579F5,2025-03-19,775.49,94.592228,8.19820434,EUR
T0B204CA1D9D2,2025-03-27,136.99,57.420135,2.38571381,EUR
T5AE51064BEF9,2025-07-05,831.61,55.796561,14.90425662,EUR
T190E2AD384B7,2025-08-01,1311.23,84.049445,15.60065161,EUR
T134B9B60443B,2025-08-06,1626.95,87.153297,18.66767163,EUR
TB2D7CD1BA7DA,2025-11-29,444.92,70.54834,6.30657841,EUR
TB1921A985FAB,2023-01-04,233.5,98.817953,2.36288193,EUR
T5CAE73863595,2023-01-17,468.79,110.232104,4.25274062,EUR
T1B721F8FA7D6,2023-02-01,329.72,100.642783,3.27617999,EUR
T606241E0A63A,2023-03-03,771.98,97.601872,7.90944966,EUR
TB82CC1FAEB5F,2023-05-23,532.75,107.85163,4.93962744,EUR
TC51FF2EC2382,2023-07-10,491.5,85.464058,5.75090893,EUR
T3C52CEDEB079,2024-01-03,435.65,90.678313,4.80429751,EUR
TF2B1BEB02291,2024-01-29,245.63,100.523648,2.44346059,EUR
T0C7CAC5EC5A3,2024-02-17,279.1,80.099873,3.48443612,EUR
TE90C3E878957,2024-04-26,421.62,67.657775,6.23159769,EUR
T6B041EAEDE75,2024-05-30,307.33,110.123242,2.7907585,EUR
TC8B0A16E7931,2024-08-01,805.55,114.460275,7.03779535,EUR
TFBFDBF7B4BCF,2024-09-04,375.41,119.135247,3.15113094,EUR
T887A02D418B3,2024-11-16,464.01,73.986139,6.27159277,EUR
T7652FDB4AF48,2024-11-23,122.23,74.597498,1.63855251,EUR
T6793E0617784,2024-12-21,710.06,68.831824,10.31593375,EUR
TC6B29C2F271B,2025-01-18,226.34,69.985762,3.23413382,EUR
TEF800EA2B3D1,2025-03-26,160.12,75.145961,2.13082791,EUR
T761AD319B190,2025-05-02,1203.0,141.483035,8.50277725,EUR
T1D53350C6166,2025-09-20,590.61,101.922614,5.79465217,EUR
T7F405EDE6F6E,2025-10-22,728.33,134.823115,5.40211901,EUR
T435CB7DAB1BD,2025-11-02,492.16,108.653286,4.52964398,EUR
T1B2A0C5587D2,2025-12-03,326.38,117.419836,2.77961994,EUR
TA16D54E7DE24,2023-01-01,1467.08,100.848379,14.54740156,EUR
TD7CC3C3B67B0,2023-01-25,2465.29,112.446146,21.92420441,EUR
TD23976884D98,2023-02-20,537.93,99.717349,5.39450978,EUR
T2DC5C9633039,2023-02-23,495.61,113.157504,4.37983568,EUR
TA057526251E0,2023-05-05,715.26,90.418729,7.91051829,EUR
TD428C9AB1F6C,2023-05-26,1166.99,97.488243,11.97054923,EUR
T9D8F88A91BAA,2023-06-07,291.2,90.851299,3.20524858,EUR
T51F7BDDA8767,2023-08-19,1399.0,104.33576,13.40867918,EUR
T8D3A7A3851C3,2023-10-26,291.69,113.451519,2.57103815,EUR
T26AB147C03B7,2023-10-30,2532.75,114.117158,22.19426237,EUR
TCA98113438B9,2024-04-04,1357.51,98.095624,13.83865095,EUR
T3F199DD51878,2024-04-29,4158.49,64.409633,64.56312722,EUR
T2751B21E9618,2024-05-30,1536.74,68.507274,22.43185041,EUR
T0F86ECBE289A,2024-06-23,705.27,69.339156,10.1713672,EUR
T66F522AAFB45,2024-06-28,475.07,110.728782,4.29035402,EUR
T12664A5EFF71,2024-08-01,1089.54,51.429626,21.18499658,EUR
T005CE7535799,2024-08-06,878.48,113.365521,7.74910224,EUR
T912F99A609CD,2024-08-26,2324.61,116.384794,19.97345422,EUR
TA0D6754B7E20,2024-10-02,428.16,94.727161,4.51994101,EUR
T48B253440D95,2024-10-25,4532.9,96.555677,46.9459321,EUR
TC483D581B6FF,2024-11-02,2495.43,97.700806,25.54154928,EUR
TAEA125DF7662,2024-11-18,764.77,134.075515,5.70402847,EUR
T95FCA0F85A80,2025-03-15,3792.01,129.664842,29.24470396,EUR
TA1D2C7E05E61,2025-03-23,481.01,75.603111,6.3623312,EUR
TA08BED4510E6,2025-04-01,1060.89,133.803871,7.92871929,EUR
TF3C5A48643CA,2025-04-27,324.15,139.22679,2.32824261,EUR
TF4DB16E00497,2025-05-24,3942.81,96.597251,40.81705001,EUR
T63A16DA4CCBD,2025-08-25,240.92,98.775936,2.43910531,EUR
TB65712B37426,2025-09-21,284.3,50.262942,5.65631909,EUR
TE12B8C0FA1DB,2025-10-15,541.65,135.336255,4.00227048,EUR
TEA584A0DBB97,2025-11-02,2592.18,128.807375,20.12445277,EUR
T41261BFB22E3,2025-12-30,1931.92,106.900662,18.07212443,EUR
T8ADB9D4FEB98,2023-04-22,247.05,98.996481,2.49552785,EUR
T465B3BBEFFD0,2023-06-04,194.34,108.59045,1.78965534,EUR
TC97B6E1A6E63,2023-08-25,344.03,88.279626,3.89699417,EUR
T227943209849,2023-09-16,2289.02,90.525102,25.28598982,EUR
T6043EB6B19EF,2023-10-01,282.13,88.829258,3.17607547,EUR
TC3C00BAB5F62,2023-10-26,458.98,94.98743,4.8320313,EUR
T620E8D24A5B7,2024-02-02,188.04,98.575413,1.90753608,EUR
T39143D677A58,2024-08-24,44.32,113.590561,0.39019007,EUR
TD8DFD2402007,2024-09-27,193.55,111.931253,1.72922752,EUR
T7E680B99FB83,2024-11-21,2086.96,115.902061,18.00626524,EUR
T9CADCDBA2911,2024-12-26,547.01,149.068413,3.66955547,EUR
TC1CC619557F5,2025-03-22,1198.26,95.155908,12.59260355,EUR
T4F629CA3FF25,2025-05-04,269.65,117.220596,2.30040198,EUR
T4E141E55E32F,2025-06-03,59.76,113.393856,0.5269986,EUR
T7CCFADC908A1,2025-10-04,152.38,118.147894,1.28977041,EUR
TE24DF729A1A1,2025-11-19,471.4,150.418345,3.13390975,EUR
T844B2F03C7AD,2023-01-07,347.63,102.162853,3.40269244,EUR
T7117DFD5E520,2023-10-24,254.34,100.270117,2.53651944,EUR
T45A876718275,2024-02-21,1051.4,109.374163,9.61289908,EUR
T735324959EEC,2024-03-22,742.21,127.267622,5.83192026,EUR
T3BE0BAE3BA0B,2024-04-24,326.78,117.856017,2.77271552,EUR
T625E408BECC6,2024-05-25,174.7,123.757432,1.41164187,EUR
T357B6F04F88C,2024-07-01,1111.61,124.399449,8.93579544,EUR
TE8B2697EED99,2024-09-21,387.78,113.421222,3.41896455,EUR
T9F6588E86160,2024-10-30,317.45,113.975334,2.7852162,EUR
T28451215C716,2024-11-17,1118.98,110.307,10.14423241,EUR
T9300C0C35955,2025-06-26,238.76,111.000124,2.15101586,EUR
T1BB158A45851,2025-08-05,275.54,120.204951,2.29226352,EUR
T10A9F98EA7B4,2025-10-30,294.38,111.824348,2.63250173,EUR
TC0A8F9E1C9E9,2023-01-18,1709.42,96.808018,17.6578238,EUR
T39A064BF147C,2023-03-23,125.29,89.763093,1.39579581,EUR
TE97B8ED598D4,2023-05-28,1471.9,93.877129,15.67903488,EUR
T067C6E616A5B,2023-06-16,683.66,90.320103,7.56925246,EUR
TA15EFB2D22A9,2023-07-03,2285.65,86.522215,26.41686171,EUR
T4083A6DAA993,2023-07-20,1444.27,99.681283,14.4888999,EUR
TB76065792C1A,2023-08-01,1457.93,92.638777,15.73774832,EUR
T5049D2C07B29,2023-10-01,723.86,106.409583,6.80259996,EUR
T370E2699D06D,2024-01-02,433.68,96.896068,4.47573627,EUR
T9DDD4BB495E4,2024-02-17,636.56,98.349762,6.47245237,EUR
TB140C493B648,2024-03-23,213.25,116.840219,1.82517085,EUR
T3D68FB3F799A,2024-03-26,561.22,116.908436,4.80054162,EUR
TE66EC36216DD,2024-05-30,278.96,115.277029,2.41990747,EUR
T9DDBDA9619E3,2024-07-01,284.92,98.949067,2.87944301,EUR
TCD7E2484FA64,2024-08-02,987.9,152.055625,6.49694088,EUR
T00C9EB4C747A,2024-09-16,1379.72,52.623089,26.21885858,EUR
T98CE982C9813,2024-10-04,877.4,120.866475,7.25922847,EUR
T96BE28BA3700,2024-11-02,603.87,124.617273,4.84581352,EUR
T28294F69AF56,2024-11-04,421.77,97.662892,4.31866601,EUR
T5C75DBC88637,2025-01-04,698.29,50.031431,13.95710832,EUR
T38710F11E3CE,2025-02-27,466.2,55.212296,8.44378489,EUR
T5207940A59F6,2025-05-25,855.88,127.163362,6.73055494,EUR
TEEFB15CA468F,2025-07-22,266.45,149.951065,1.77688234,EUR
TBF223CB768C4,2025-07-28,1577.27,146.754238,10.74767536,EUR
T0ACCA32678FF,2025-12-07,571.79,161.433561,3.54194564,EUR
T7A18A6BB98BC,2025-12-29,1216.1,89.160746,13.63935564,EUR
T51052D06542C,2023-02-28,230.44,104.002201,2.21570731,EUR
T847AD9C0B922,2023-03-03,225.88,105.061514,2.1499876,EUR
T1C1C3F432D53,2023-04-05,783.8,105.096839,7.45788486,EUR
T5EEBD341EC3E,2023-05-30,412.28,95.377853,4.32264118,EUR
T55B200D46507,2023-08-06,294.73,108.412513,2.71856972,EUR
T77EDDC6653DB,2023-08-08,2568.49,92.692011,27.70993131,EUR
T03DEAF658F3E,2023-08-25,119.36,92.870013,1.28520299,EUR
TCB5D6C4EA199,2023-09-02,527.88,89.671833,5.88678356,EUR
TC00BBE983D0E,2023-10-24,159.37,93.269846,1.70864829,EUR
TA47202EBCFBE,2024-01-06,311.02,90.647602,3.43108323,EUR
TE874373E55BB,2024-01-25,391.28,120.53449,3.24617055,EUR
TF500799CA49A,2024-02-28,659.43,92.766541,7.108519,EUR
TDB2A26C8A1F4,2024-05-25,287.74,102.662185,2.80275509,EUR
TC14DEC8618B4,2024-07-22,265.79,105.651078,2.51577306,EUR
T3E86D827247A,2024-10-09,283.9,101.816848,2.78833249,EUR
TE254DD192803,2025-03-01,155.71,99.051604,1.57196695,EUR
T6ADA54AC1B6E,2025-03-22,562.37,99.242166,5.66667499,EUR
T947E954DAEC4,2025-03-24,432.22,117.286098,3.68517386,EUR
T3C2360F88FDC,2025-05-26,485.08,90.86798,5.33827181,EUR
TD3F4D6D93D29,2025-07-22,332.21,111.745517,2.97294127,EUR
TBCF9512AC9ED,2023-02-18,549.21,109.94157,4.99543127,EUR
TD2A538A4289D,2023-03-29,52.6,102.227183,0.51451222,EUR
TCA7F23BAE982,2023-06-29,3737.79,84.935661,44.00733171,EUR
T72AE0FEA6ECE,2023-08-26,818.35,113.801008,7.19105416,EUR
T44F27F7555CD,2023-10-27,301.73,113.554829,2.65713793,EUR
T6E0382D4E51A,2023-11-30,204.19,99.660196,2.0489113,EUR
TF36A2FBA7E80,2024-02-01,733.93,89.04682,8.24205847,EUR
TF2701B853474,2024-03-21,507.49,106.615467,4.76001359,EUR
TAFC1F6ED876C,2024-05-22,375.04,108.423121,3.45907915,EUR
T8802B538CC36,2025-01-29,493.58,136.29569,3.62138813,EUR
T46CA00CF696F,2025-02-04,321.63,144.226921,2.23000884,EUR
T233CEEFB525B,2025-02-05,473.11,135.945458,3.48015241,EUR
TE4F4311BA65D,2025-05-02,603.48,95.526964,6.31733054,EUR
T27A03D2C23CC,2025-11-24,452.79,123.529599,3.66540933,EUR
T26773EB5BEB6,2025-12-25,435.34,111.58866,3.90128172,EUR
TFFA223075454,2023-02-24,626.43,92.931173,6.74075703,EUR
T80EF4F53D5C8,2023-03-21,296.61,91.205708,3.25205477,EUR
TDC0DBA1AFB30,2023-05-18,556.04,118.521963,4.6914515,EUR
T89137ED21628,2023-06-02,434.13,93.422536,4.64694747,EUR
TD731B5A8F84E,2023-07-24,528.13,83.729508,6.30755126,EUR
T89387C5B2BCF,2023-08-24,75.45,89.435369,0.84360308,EUR
T51174053E241,2023-08-31,182.7,116.693855,1.56566255,EUR
TA2F838D22152,2023-10-23,536.44,119.902924,4.47396158,EUR
T381D01BA6BA7,2023-11-27,134.53,74.851355,1.79733663,EUR
T819856114673,2023-12-22,463.0,120.281522,3.84932173,EUR
T6A3C37284F78,2024-02-08,123.34,71.128104,1.73398494,EUR
T0A383485C83C,2024-03-03,354.34,120.231631,2.94717181,EUR
TEB5C3D9288C8,2024-06-26,1170.78,51.897604,22.55943383,EUR
T39F874A25847,2024-07-21,625.71,114.022873,5.48756251,EUR
T3C4D7B7646AF,2025-01-24,87.35,49.970032,1.74796803,EUR
T45BA816E0C84,2025-07-01,661.3,56.141606,11.77919131,EUR
T188F9972FBD9,2025-08-21,1372.81,147.312775,9.31898557,EUR
T88D41CFA3C91,2025-09-03,2851.77,76.401318,37.32618952,EUR
T5CDB6DB55839,2025-10-27,499.82,53.2583,9.38475245,EUR
TB9B11669B28F,2025-12-02,125.79,60.081619,2.0936611,EUR
TDBD3AA3F4870,2023-04-01,387.78,109.288623,3.54825372,EUR
T132BF811E3CB,2023-09-03,405.42,91.246721,4.44314487,EUR
T3E3E59E9EF5B,2023-09-06,242.41,93.105571,2.60356329,EUR
TB3DCB9B7DDD5,2023-11-22,1365.12,93.372691,14.62013896,EUR
T9A59591D39DC,2024-11-30,545.0,157.542278,3.45938111,EUR
T5913840A1945,2024-12-02,868.38,100.672002,8.62580752,EUR
T83B963CED799,2025-02-23,698.1,96.239055,7.25386351,EUR
T712D2668231D,2025-03-05,312.74,99.233727,3.15156776,EUR
T12B5C2BF419B,2025-04-01,302.5,97.328977,3.1080669,EUR
T02249BE60866,2025-06-19,279.98,88.096133,3.17811893,EUR
T5EB08D8B2CC7,2025-08-25,583.33,104.199179,5.59825864,EUR
TCF6C61111288,2023-01-04,342.4,98.896178,3.4622531,EUR
TB35549EC1331,2023-07-25,1294.93,126.162004,10.26406151,EUR
TA131CF84F6FA,2024-04-21,361.87,111.915281,3.23345409,EUR
T9FE30893FB9A,2024-06-25,97.55,106.719574,0.91404854,EUR
T2DD4572A889B,2024-06-30,564.91,111.232206,5.07865244,EUR
TC7905EBAE75F,2024-11-23,469.66,128.360446,3.65890334,EUR
TB69337A10E5B,2024-12-21,358.65,48.719847,7.36143915,EUR
TB29A971CBD7A,2025-04-04,288.08,127.135466,2.26596675,EUR
T8A50096E5D05,2025-04-26,71.66,88.590125,0.808923,EUR
TEEB108FA4A50,2025-04-28,81.27,89.515845,0.90790499,EUR
T2402F4322CEB,2025-10-16,1204.2,132.751824,9.07107857,EUR
T9FC9751F9A4D,2025-11-28,225.61,156.55974,1.44104499,EUR
T7F17EFF05732,2023-04-06,368.7,85.882469,4.29304239,EUR
T8A219C2C0FB3,2023-09-07,491.35,102.439834,4.79647046,EUR
TADF81774F8AD,2023-09-24,293.46,103.976189,2.82237477,EUR
T9A37E85A9CE4,2024-01-08,239.93,114.950038,2.08721975,EUR
TBB99C0016E9C,2024-04-26,573.43,99.81149,5.74515448,EUR
T3D7BEB0F72A2,2024-08-08,323.24,115.485604,2.79892998,EUR
TE1BC4AE5358E,2024-10-29,473.7,120.989676,3.91521452,EUR
TA8A77A22FCB1,2025-01-03,512.12,123.945888,4.13182093,EUR
T74B98609C380,2025-04-03,454.22,125.302875,3.62493726,EUR
T1830DF2C1AA0,2025-04-28,531.83,124.655141,4.26641371,EUR
TCB33AF309874,2025-06-28,184.6,145.865323,1.26553518,EUR
T4521AAB5D16D,2025-08-25,176.34,53.202013,3.3145269,EUR
T3B06EBE1FF58,2025-10-27,338.99,145.121973,2.33588858,EUR
TA15582B58731,2025-11-26,345.16,153.952138,2.24200467,EUR
T4D6F1A40E1B7,2025-12-24,236.56,162.677433,1.45415028,EUR
T100ACDC0A5C2,2023-03-05,536.83,88.405883,6.07236946,EUR
TCC60C7BA5BAD,2023-03-21,417.51,83.966403,4.9723523,EUR
T1EC9E0A08679,2023-04-25,794.62,90.447963,8.78533652,EUR
T25EC59665A38,2023-05-10,2258.4,102.803477,21.96813666,EUR
TC00AD7DCA78B,2023-07-18,285.88,100.186509,2.85351599,EUR
T0E47E901E4FB,2023-08-05,635.32,82.172844,7.73150482,EUR
T7B56DFAAAFBB,2024-01-31,348.63,102.607678,3.39765912,EUR
TB0EE57AA5B9D,2024-03-19,511.57,111.684708,4.58045175,EUR
TA7D349094852,2024-04-08,361.24,102.762947,3.51530825,EUR
T94D308FB0C5B,2024-05-21,69.38,67.881827,1.02209826,EUR
T535BBBC06C38,2024-08-22,301.21,163.218633,1.8454119,EUR
TE0B896255361,2024-09-02,740.7,97.607186,7.58860928,EUR
T75EF0F45887A,2024-10-05,197.16,153.045456,1.28826095,EUR
TE6FB0FE3F832,2024-10-22,698.3,154.90827,4.5078028,EUR
T175F6EBF0DAD,2024-12-19,401.67,68.133338,5.89540592,EUR
T7308F3BC8E43,2025-01-17,303.18,69.985762,4.33197447,EUR
TA029494A038C,2025-04-21,690.42,82.723303,8.34609156,EUR
TA1B6215B4C95,2025-04-22,583.3,137.582127,4.23967147,EUR
T44EB69562B64,2025-07-01,479.79,93.736935,5.11844746,EUR
T73D1BE490253,2025-07-22,749.84,99.202015,7.55870573,EUR
T686606527D79,2025-08-02,407.59,84.049445,4.84938377,EUR
T8BEDBCC57082,2025-08-04,101.95,147.271263,0.69222614,EUR
T9A878FD173BB,2025-09-01,263.58,141.605709,1.86133878,EUR
TDA7802C76A65,2025-09-27,90.43,103.20936,0.87622865,EUR
T9E51AF9E83D3,2025-10-02,573.04,143.790754,3.98524038,EUR
TEE0A7652322A,2025-10-21,685.46,146.478124,4.67957336,EUR
TF28991969746,2025-12-23,709.25,154.518078,4.5900859,EUR
TBE304547100A,2023-06-25,431.35,109.726151,3.93112568,EUR
T6DD81B46E8FF,2023-08-22,1017.63,111.270721,9.14556432,EUR
T3E7A064E5D8F,2023-09-07,818.79,116.302278,7.04018002,EUR
T19C7B832DC06,2024-02-25,1075.4,119.849441,8.97289825,EUR
T699591468C28,2024-02-26,976.92,78.845759,12.39025605,EUR
TC6B44C56552C,2024-04-02,1130.19,108.723138,10.39516359,EUR
T40CA0970CEA3,2024-08-16,147.39,99.698573,1.47834717,EUR
T2AAEC8E3C1C9,2024-12-19,568.79,118.487413,4.80038504,EUR
T174DA9C05FA4,2025-05-04,872.77,84.7329,10.30026496,EUR
TEEFF62B10E98,2023-04-01,1635.34,105.063172,15.56526971,EUR
TB5C882322ADD,2023-07-17,165.05,97.962958,1.68483709,EUR
T731952FA2CC1,2023-07-23,134.08,88.272144,1.51894966,EUR
T37D3301BC6A2,2023-11-02,411.15,96.473066,4.26186066,EUR
T72087F685C55,2023-11-29,428.09,101.5943,4.21368193,EUR
TF7601AB79419,2023-12-21,577.3,98.487401,5.86163531,EUR
T84F5B627C34E,2024-01-27,1570.04,101.112843,15.52756831,EUR
T592CBB0902A5,2024-06-14,195.41,119.577826,1.63414277,EUR
TAB86CB2AA3F2,2024-06-28,226.81,99.0271,2.29036679,EUR
TC0BC57A5BD5E,2024-11-27,1169.74,101.949181,11.47376139,EUR
TAD6637385205,2025-05-21,707.88,91.525645,7.73423648,EUR
TA211C77105FF,2025-06-02,637.78,90.032339,7.08390445,EUR
T0E7349FAEE4E,2025-07-22,224.87,86.584289,2.59714628,EUR
TBB177F27339B,2025-11-21,814.32,79.809816,10.2032145,EUR
T2944FD35F202,2025-11-26,639.27,156.671218,4.08030122,EUR
T1768AA8045E3,2025-12-24,403.46,152.548042,2.64482932,EUR
T9AD7A30018F7,2023-01-21,154.49,113.18622,1.36488951,EUR
TC0C073DB380F,2023-02-20,572.21,91.042906,6.28511039,EUR
TF8D8B1E55F92,2023-03-20,550.38,95.963901,5.73529281,EUR
T8691914B128C,2023-04-24,419.66,105.082602,3.99360761,EUR
TF9C42D2C2AB8,2023-04-25,260.94,106.550703,2.4489878,EUR
T91828D122568,2023-04-26,303.42,109.303345,2.77592079,EUR
TFF840F5B923B,2023-06-02,274.18,111.032914,2.46931703,EUR
TCCB42B1EB753,2023-09-02,94.42,112.909336,0.83622287,EUR
T4D92C83591FD,2023-11-25,366.45,103.464782,3.54182385,EUR
TC12519FDE6AD,2023-12-02,517.9,73.763807,7.02100314,EUR
T283F8716758C,2023-12-03,368.2,73.809842,4.98856188,EUR
T33B2B4BB932F,2024-01-27,1319.22,71.134682,18.54536738,EUR
T25EC0E8540B3,2024-02-01,164.76,71.076536,2.31811482,EUR
TE6C06C736042,2024-03-03,213.17,98.6264,2.16142211,EUR
TF4EE2E9015DD,2024-03-26,386.72,70.684203,5.47107591,EUR
T317110D73B3F,2024-08-18,420.21,50.43894,8.33109386,EUR
TD39E65A0C4BB,2024-08-31,84.1,117.629455,0.71497137,EUR
T20F098D3226A,2025-06-25,550.02,137.832526,3.99050299,EUR
TD9582210CBBA,2025-06-29,421.65,138.342678,3.04785176,EUR
TE606B0981C5F,2025-07-05,71.41,139.786124,0.51082658,EUR
T3323D6ECB9C8,2025-10-23,320.67,55.205405,5.80860438,EUR
T7C3B8C9E1F7A,2023-01-30,50.28,114.158701,0.44042786,EUR
T2B49D3D4DA4A,2023-03-27,95.24,106.519848,0.89408378,EUR
TEC57A403D866,2023-04-25,287.21,96.045616,2.99039994,EUR
T46ECECD4376B,2023-06-05,967.74,109.994744,8.79807805,EUR
TC84194DD4D48,2023-06-29,1441.95,110.192013,13.08582257,EUR
T0D8E2FE53E6B,2023-07-19,256.48,121.918386,2.10372206,EUR
T5B2A32C1C68E,2023-09-23,307.95,118.267072,2.60387971,EUR
TB02589313D97,2023-10-22,186.85,119.902924,1.55830921,EUR
T87A523A7AE0E,2023-11-21,562.75,103.208618,5.45256202,EUR
TE02454F31F3C,2023-12-24,1101.39,94.427429,11.66390177,EUR
TF3EBB8EB30D8,2023-12-30,897.8,93.790824,9.57237816,EUR
T766FE0937344,2024-02-23,342.47,95.100655,3.60112697,EUR
T8B62DE83E75D,2024-02-24,186.61,95.100655,1.96226324,EUR
T0A2F100D3C54,2024-02-26,352.16,94.417248,3.72980941,EUR
T0F8CBCAA6BAA,2024-04-26,985.87,99.81149,9.87730671,EUR
T4BBB8CFBF031,2024-05-05,259.19,118.752782,2.18256646,EUR
TFE118E5B7046,2024-05-24,89.69,105.204256,0.85253384,EUR
T18007C05A810,2025-01-20,267.18,139.057063,1.92137647,EUR
T896F438730B9,2025-02-26,283.91,116.496619,2.4370824,EUR
TBDC40646C5B5,2025-02-27,89.3,131.944191,0.6767729,EUR
TE0D6D787D4B3,2025-05-01,416.53,142.047819,2.93233021,EUR
T92CD31051715,2025-06-25,511.55,137.832526,3.7113559,EUR
T84C31C0785B4,2025-08-03,1412.13,83.418566,16.92821425,EUR
T00E5ED93E078,2025-10-29,128.85,75.143087,1.71473117,EUR
T78E811944373,2025-12-24,605.36,114.435343,5.28997888,EUR
TE47F9B42F6EC,2023-01-03,606.17,98.116048,6.17812341,EUR
T6CE263FB5CC8,2023-01-25,216.26,90.159562,2.3986865,EUR
T4C20E06BF95F,2023-05-06,292.34,102.582716,2.84977808,EUR
TBB27679CB48C,2023-05-07,338.46,90.2876,3.74863898,EUR
T0467616D7576,2023-05-17,1200.83,92.426378,12.99226989,EUR
T90FDF9525419,2023-09-25,542.57,90.251405,6.01173344,EUR
TC2B5F6BD634B,2023-10-25,467.18,94.202516,4.95928271,EUR
TECE508BE9B09,2023-12-21,925.61,98.487401,9.39829552,EUR
T75223D4A229E,2023-12-25,217.68,99.913506,2.17870494,EUR
